total_setup_time,total_render_time,total_update_time,system__setup_cameras,system__bop_up_and_down,system__animation,system__wandering,system__motion,system__exit_on_esc,system__follow_player,system__simple_wasd,system__brain,system__detection,system__camera,total_draw_time
0.0005240440368652344,0.0013179779052734375,0.0002148151397705078,0.0005130767822265625,1.8835067749023438e-05,1.5735626220703125e-05,2.5987625122070312e-05,3.1948089599609375e-05,2.86102294921875e-06,2.4080276489257812e-05,1.0013580322265625e-05,4.601478576660156e-05,2.1696090698242188e-05,5.698204040527344e-05,0.0629425048828125
None,0.001361846923828125,0.00023794174194335938,None,4.410743713378906e-05,1.4066696166992188e-05,1.811981201171875e-05,4.00543212890625e-05,5.0067901611328125e-06,9.775161743164062e-06,1.3113021850585938e-05,4.887580871582031e-05,2.4080276489257812e-05,0.00010132789611816406,0.10704994201660156
None,0.001071929931640625,0.00014019012451171875,None,1.52587890625e-05,9.298324584960938e-06,1.2636184692382812e-05,2.5033950805664062e-05,3.0994415283203125e-06,8.821487426757812e-06,1.0967254638671875e-05,2.6702880859375e-05,1.8835067749023438e-05,5.1975250244140625e-05,0.053882598876953125
None,0.001219034194946289,0.00015401840209960938,None,1.621246337890625e-05,1.4781951904296875e-05,1.52587890625e-05,2.5987625122070312e-05,1.9073486328125e-06,8.821487426757812e-06,1.2159347534179688e-05,3.1948089599609375e-05,2.002716064453125e-05,6.4849853515625e-05,0.07009506225585938
None,0.0011029243469238281,0.00013017654418945312,None,1.0013580322265625e-05,6.9141387939453125e-06,1.2159347534179688e-05,2.193450927734375e-05,1.1920928955078125e-06,8.106231689453125e-06,1.0013580322265625e-05,3.3855438232421875e-05,2.0265579223632812e-05,4.792213439941406e-05,0.04887580871582031
None,0.001293182373046875,0.00015497207641601562,None,1.9073486328125e-05,1.0251998901367188e-05,1.1682510375976562e-05,3.0279159545898438e-05,1.6689300537109375e-06,1.4066696166992188e-05,1.0013580322265625e-05,3.0040740966796875e-05,2.002716064453125e-05,0.00010824203491210938,0.11539459228515625
None,0.0016787052154541016,0.00014019012451171875,None,1.1920928955078125e-05,8.821487426757812e-06,1.3113021850585938e-05,2.4080276489257812e-05,3.0994415283203125e-06,9.059906005859375e-06,1.0967254638671875e-05,3.314018249511719e-05,1.9788742065429688e-05,8.869171142578125e-05,0.09179115295410156
None,0.0010721683502197266,0.00013399124145507812,None,1.3828277587890625e-05,7.867813110351562e-06,1.0967254638671875e-05,2.4080276489257812e-05,2.1457672119140625e-06,8.821487426757812e-06,1.0967254638671875e-05,2.7894973754882812e-05,1.9073486328125e-05,5.3882598876953125e-05,0.054836273193359375
None,0.001338958740234375,0.00016164779663085938,None,2.288818359375e-05,1.0967254638671875e-05,1.4066696166992188e-05,2.9087066650390625e-05,3.0994415283203125e-06,8.821487426757812e-06,1.5974044799804688e-05,2.8133392333984375e-05,2.09808349609375e-05,5.936622619628906e-05,0.06103515625
None,0.0012149810791015625,0.00012493133544921875,None,1.0013580322265625e-05,6.9141387939453125e-06,1.0013580322265625e-05,2.5987625122070312e-05,1.9073486328125e-06,1.0013580322265625e-05,9.059906005859375e-06,2.384185791015625e-05,2.09808349609375e-05,6.198883056640625e-05,0.06389617919921875
None,0.0011470317840576172,0.00012063980102539062,None,1.1682510375976562e-05,8.344650268554688e-06,1.0967254638671875e-05,2.193450927734375e-05,2.1457672119140625e-06,9.059906005859375e-06,1.0013580322265625e-05,2.3126602172851562e-05,1.9788742065429688e-05,5.507469177246094e-05,0.05793571472167969
None,0.00102996826171875,0.0001270771026611328,None,1.4066696166992188e-05,8.106231689453125e-06,1.0967254638671875e-05,2.193450927734375e-05,2.86102294921875e-06,9.298324584960938e-06,1.0728836059570312e-05,2.5033950805664062e-05,1.7881393432617188e-05,5.1021575927734375e-05,0.052928924560546875
None,0.0011310577392578125,0.00011396408081054688,None,1.0967254638671875e-05,7.867813110351562e-06,1.0967254638671875e-05,2.09808349609375e-05,1.9073486328125e-06,8.106231689453125e-06,9.059906005859375e-06,1.9073486328125e-05,1.7881393432617188e-05,5.5789947509765625e-05,0.05984306335449219
None,0.0009531974792480469,0.00011014938354492188,None,9.059906005859375e-06,7.3909759521484375e-06,1.0967254638671875e-05,2.09808349609375e-05,2.1457672119140625e-06,8.821487426757812e-06,9.059906005859375e-06,2.09808349609375e-05,1.7881393432617188e-05,4.57763671875e-05,0.04673004150390625
None,0.0011529922485351562,0.0001289844512939453,None,1.1920928955078125e-05,8.106231689453125e-06,1.0967254638671875e-05,2.3126602172851562e-05,1.9073486328125e-06,9.059906005859375e-06,1.0967254638671875e-05,2.6941299438476562e-05,2.09808349609375e-05,6.604194641113281e-05,0.06985664367675781
None,0.001071929931640625,0.00011515617370605469,None,1.0013580322265625e-05,6.9141387939453125e-06,1.0013580322265625e-05,2.193450927734375e-05,2.1457672119140625e-06,9.059906005859375e-06,8.821487426757812e-06,2.4080276489257812e-05,1.9073486328125e-05,4.601478576660156e-05,0.04696846008300781
None,0.0011951923370361328,0.000125885009765625,None,1.2159347534179688e-05,7.867813110351562e-06,1.2159347534179688e-05,2.193450927734375e-05,2.1457672119140625e-06,7.867813110351562e-06,1.0013580322265625e-05,2.47955322265625e-05,1.9073486328125e-05,6.031990051269531e-05,0.06222724914550781
None,0.0012378692626953125,0.00010395050048828125,None,8.821487426757812e-06,7.152557373046875e-06,9.059906005859375e-06,2.002716064453125e-05,1.9073486328125e-06,8.106231689453125e-06,8.106231689453125e-06,1.8835067749023438e-05,1.7881393432617188e-05,4.601478576660156e-05,0.047206878662109375
None,0.0011372566223144531,9.703636169433594e-05,None,7.867813110351562e-06,7.152557373046875e-06,9.059906005859375e-06,1.8835067749023438e-05,2.1457672119140625e-06,7.867813110351562e-06,6.9141387939453125e-06,1.5020370483398438e-05,1.5974044799804688e-05,7.104873657226562e-05,0.07414817810058594
None,0.0017139911651611328,0.00013208389282226562,None,1.1205673217773438e-05,7.867813110351562e-06,1.0967254638671875e-05,2.4080276489257812e-05,2.1457672119140625e-06,9.298324584960938e-06,1.0013580322265625e-05,2.8848648071289062e-05,2.193450927734375e-05,5.698204040527344e-05,0.05888938903808594
None,0.0012531280517578125,0.0001220703125,None,1.1205673217773438e-05,7.867813110351562e-06,1.1920928955078125e-05,2.3126602172851562e-05,2.1457672119140625e-06,9.059906005859375e-06,1.0013580322265625e-05,2.384185791015625e-05,1.9311904907226562e-05,5.888938903808594e-05,0.06103515625
None,0.0012400150299072266,0.00012302398681640625,None,1.3113021850585938e-05,7.867813110351562e-06,1.1205673217773438e-05,2.193450927734375e-05,2.1457672119140625e-06,8.821487426757812e-06,1.0013580322265625e-05,2.3126602172851562e-05,1.8835067749023438e-05,5.602836608886719e-05,0.05793571472167969
None,0.0011022090911865234,9.965896606445312e-05,None,7.152557373046875e-06,5.7220458984375e-06,1.0013580322265625e-05,1.9073486328125e-05,1.9073486328125e-06,7.867813110351562e-06,8.344650268554688e-06,1.6927719116210938e-05,1.7881393432617188e-05,6.198883056640625e-05,0.06389617919921875
None,0.0010190010070800781,0.00012803077697753906,None,1.0967254638671875e-05,6.9141387939453125e-06,1.2159347534179688e-05,2.288818359375e-05,1.9073486328125e-06,9.059906005859375e-06,9.059906005859375e-06,2.6941299438476562e-05,2.002716064453125e-05,4.7206878662109375e-05,0.04887580871582031
None,0.0011930465698242188,0.00013494491577148438,None,1.3113021850585938e-05,8.821487426757812e-06,1.1205673217773438e-05,2.193450927734375e-05,2.1457672119140625e-06,1.0013580322265625e-05,1.0967254638671875e-05,3.1948089599609375e-05,2.002716064453125e-05,7.390975952148438e-05,0.07796287536621094
None,0.0010781288146972656,0.0001590251922607422,None,1.4781951904296875e-05,8.344650268554688e-06,1.3828277587890625e-05,2.5033950805664062e-05,2.86102294921875e-06,1.0013580322265625e-05,1.3828277587890625e-05,4.076957702636719e-05,2.09808349609375e-05,5.888938903808594e-05,0.06079673767089844
None,0.001287221908569336,0.00014638900756835938,None,1.4066696166992188e-05,1.0013580322265625e-05,1.1920928955078125e-05,2.384185791015625e-05,1.9073486328125e-06,8.821487426757812e-06,1.2159347534179688e-05,3.719329833984375e-05,2.09808349609375e-05,7.390975952148438e-05,0.07891654968261719
None,0.001171112060546875,0.000141143798828125,None,1.3113021850585938e-05,7.867813110351562e-06,1.3113021850585938e-05,2.4080276489257812e-05,2.86102294921875e-06,9.059906005859375e-06,1.2159347534179688e-05,3.3855438232421875e-05,2.002716064453125e-05,5.6743621826171875e-05,0.05888938903808594
None,0.0011429786682128906,0.00012063980102539062,None,1.2159347534179688e-05,7.152557373046875e-06,1.0967254638671875e-05,2.288818359375e-05,2.1457672119140625e-06,7.867813110351562e-06,9.059906005859375e-06,2.5033950805664062e-05,1.7881393432617188e-05,5.6743621826171875e-05,0.06008148193359375
None,0.0011472702026367188,0.00012183189392089844,None,1.1920928955078125e-05,7.867813110351562e-06,1.0967254638671875e-05,2.2172927856445312e-05,1.9073486328125e-06,9.059906005859375e-06,1.0013580322265625e-05,2.4080276489257812e-05,1.8835067749023438e-05,5.91278076171875e-05,0.06008148193359375
None,0.0011451244354248047,0.00011801719665527344,None,1.1920928955078125e-05,8.106231689453125e-06,1.0967254638671875e-05,2.288818359375e-05,2.1457672119140625e-06,9.059906005859375e-06,9.775161743164062e-06,2.2172927856445312e-05,1.6927719116210938e-05,5.412101745605469e-05,0.057220458984375
